categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:22,5:30:00 AM,4,BARRACAS,,,-34.65061692,-58.40294134,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:22,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,19/08/2021,05:23,5:30:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:23,5:30:00 AM,4,BARRACAS,,,-34.65061692,-58.40294134,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:23,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:24,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,PROPUESTAS PARA LA MEJORA EN TRÁMITES,PROPUESTAS PARA LA MEJORA EN TRÁMITES,Queja,23/08/2021,05:24,5:30:00 AM,,,,,,,GCS Web,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,19/08/2021,05:24,5:30:00 AM,8,VILLA SOLDATI,,,-34.65951738,-58.45330855,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:24,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,05:25,5:30:00 AM,2,RECOLETA,AYACUCHO,1719,-34.58988472,-58.39166321,GCS Web,Femenino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,24/08/2021,05:25,5:30:00 AM,7,PARQUE CHACABUCO,CURAPALIGUE AV.,1349,-34.63802741,-58.44516103,App BA 147,Femenino,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:25,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:25,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:26,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:26,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:26,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:27,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:27,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:28,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:28,5:30:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:28,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,23/08/2021,05:28,5:30:00 AM,12,COGHLAN,TAMBORINI; JOSE PASCUAL,3147,-34.55641954,-58.47212178,App BA 147,Femenino,Cerrado,23/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:29,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:29,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:30,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:30,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:30,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:30,5:30:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:31,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:31,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
CALLES Y VEREDAS,OTROS,REPARACIÓN DE CUNETA,Solicitud,23/08/2021,05:32,5:30:00 AM,7,FLORES,VALLESE; FELIPE,2399,-34.62109675,-58.46651086,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:32,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:32,5:30:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,21/08/2021,05:32,5:30:00 AM,13,BELGRANO,MONROE,2528,-34.55916108,-58.46127315,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:32,5:30:00 AM,9,PARQUE AVELLANEDA,,,-34.65877681,-58.47321932,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:33,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:33,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,21/08/2021,05:34,5:30:00 AM,9,MATADEROS,COSQUIN,2610,-34.66540265,-58.50146942,GCS Web,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:34,5:30:00 AM,8,VILLA SOLDATI,,,-34.65662443,-58.4573576,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:34,5:30:00 AM,8,VILLA LUGANO,,,-34.68367998,-58.48639497,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:34,5:30:00 AM,8,VILLA SOLDATI,,,-34.65662443,-58.4573576,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:35,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:35,5:30:00 AM,8,VILLA SOLDATI,,,-34.66465266,-58.44766879,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,PUBLICIDAD EN VÍA PÚBLICA,TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO,Denuncia,23/08/2021,05:36,5:30:00 AM,7,FLORES,GAVILAN,831,-34.61980282,-58.46389734,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:36,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,05:36,5:30:00 AM,5,ALMAGRO,BRAVO; MARIO,304,-34.60668843,-58.41729827,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:36,5:30:00 AM,8,VILLA LUGANO,,,-34.68197983,-58.48802279,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:36,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:37,5:30:00 AM,8,VILLA LUGANO,,,-34.68197983,-58.48802279,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:37,5:30:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,05:38,5:30:00 AM,13,NUÑEZ,PAZ; GRAL. AV.,110,-34.53537553,-58.46604952,App Denuncia Vial,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,05:38,5:30:00 AM,2,RECOLETA,AYACUCHO,1719,-34.58988472,-58.39166321,GCS Web,Femenino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:38,5:30:00 AM,8,VILLA LUGANO,,,-34.68367998,-58.48639497,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,23/08/2021,05:38,5:30:00 AM,12,COGHLAN,TAMBORINI; JOSE PASCUAL,3169,-34.5564796,-58.47223507,App BA 147,Femenino,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,05:39,5:30:00 AM,5,ALMAGRO,BRAVO; MARIO,302,-34.60668843,-58.41729827,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:39,5:30:00 AM,8,VILLA LUGANO,,,-34.68367998,-58.48639497,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:39,5:30:00 AM,8,VILLA SOLDATI,,,-34.66284305,-58.45193504,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE BACHES,ASFALTADO DE CALLE CON ADOQUINES,Solicitud,23/08/2021,05:40,5:30:00 AM,7,FLORES,VALLESE; FELIPE,2100,-34.61985773,-58.46258724,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:40,5:30:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:40,5:30:00 AM,8,VILLA SOLDATI,,,-34.66284305,-58.45193504,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:41,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:42,5:30:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:42,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,23/08/2021,05:43,5:30:00 AM,7,FLORES,GAVILAN,807,-34.62007091,-58.46376635,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:43,5:30:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:43,5:30:00 AM,8,VILLA SOLDATI,,,-34.66364155,-58.45062917,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:44,5:30:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:44,5:30:00 AM,8,VILLA SOLDATI,,,-34.66364155,-58.45062917,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:45,6:00:00 AM,8,VILLA LUGANO,,,-34.68367998,-58.48639497,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:45,6:00:00 AM,8,VILLA SOLDATI,,,-34.66364155,-58.45062917,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:45,6:00:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:46,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:47,6:00:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:47,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:48,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:48,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:49,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,05:49,6:00:00 AM,14,PALERMO,GARCIA; TEODORO,2373,-34.56906819,-58.44533089,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:49,6:00:00 AM,8,VILLA LUGANO,,,-34.68367998,-58.48639497,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:50,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:50,6:00:00 AM,8,VILLA LUGANO,,,-34.68367998,-58.48639497,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:50,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE BACHES,REPARACIÓN DE BACHE,Solicitud,23/08/2021,05:51,6:00:00 AM,7,FLORES,VALLESE; FELIPE,2395,-34.62109675,-58.46651086,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:51,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:51,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:51,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:52,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:52,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:52,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:52,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:53,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:53,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:54,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:54,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:54,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:55,6:00:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:55,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:56,6:00:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:56,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/08/2021,05:56,6:00:00 AM,10,MONTE CASTRO,ARREGUI,5367,-34.62309273,-58.51448881,App Denuncia Vial,Femenino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:56,6:00:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:56,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
