categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,21:50,10:00:00 PM,13,COLEGIALES,ZAPIOLA,1451,-34.57167676,-58.45656743,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,21:51,10:00:00 PM,6,CABALLITO,SENILLOSA,682,-34.62490881,-58.42860404,App Denuncia Vial,Masculino,Abierto,,,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,CONDICIONES DE SEGURIDAD,IRREGULARIDADES EN EL MANTENIMIENTO Y SEGURIDAD DE ASCENSORES; ESCALERAS MECÁNICAS O MONTACARGAS EN ESTABLECIMIENTOS NO COMERCIALES,Denuncia,23/08/2021,21:51,10:00:00 PM,11,VILLA DEL PARQUE,TERRERO,3263,-34.60325339,-58.48001681,Operador GCBA,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,Solicitud,23/08/2021,21:51,10:00:00 PM,3,BALVANERA,JAURES; JEAN,386,-34.60569449,-58.40961524,App BA 147,Masculino,Cerrado,24/08/2021,0:00:00,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,20/08/2021,21:51,10:00:00 PM,11,VILLA DEL PARQUE,CONCORDIA,2330,-34.61002671,-58.49454326,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,21:51,10:00:00 PM,13,BELGRANO,AMENABAR,2230,-34.56192468,-58.45966698,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:51,10:00:00 PM,7,FLORES,,,-34.64565049,-58.4419436,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,20/08/2021,21:52,10:00:00 PM,15,PARQUE CHAS,ANDONAEGUI,1233,-34.58785911,-58.47898214,GCS Web,Masculino,Cerrado,22/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,21:52,10:00:00 PM,15,AGRONOMIA,RAMIREZ; EUGENIO,3217,-34.59633204,-58.48495928,Boti,Masculino,Abierto,,,,
ALUMBRADO,LIMPIEZA DE EQUIPAMIENTO DE ALUMBRADO,LIMPIEZA DE ARTEFACTO DE ALUMBRADO,Solicitud,23/08/2021,21:52,10:00:00 PM,3,BALVANERA,JAURES; JEAN,396,-34.60545581,-58.4095183,App BA 147,Masculino,Cerrado,27/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,22/08/2021,21:52,10:00:00 PM,9,LINIERS,GORDILLO; TIMOTEO,925,-34.64860249,-58.5198888,GCS Web,Femenino,Abierto,,,,
TRÁMITES Y SERVICIOS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,Solicitud,21/08/2021,21:52,10:00:00 PM,,,,,,,GCS Web,Masculino,Cerrado,31/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,21:52,10:00:00 PM,14,PALERMO,ARMENIA,2042,-34.58726048,-58.42409229,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:52,10:00:00 PM,7,FLORES,,,-34.64565049,-58.4419436,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,22/08/2021,21:52,10:00:00 PM,7,FLORES,ARTIGAS; JOSE GERVASIO; GRAL.,368,-34.62610876,-58.46553555,GCS Web,Masculino,Cerrado,23/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,22/08/2021,21:52,10:00:00 PM,8,VILLA LUGANO,ESCALADA AV.,4265,-34.67574761,-58.45607196,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,VEREDA SUCIA POR MASCOTAS,Reporte,19/08/2021,21:52,10:00:00 PM,4,PARQUE PATRICIOS,MIRAVE,3401,-34.64458152,-58.39740753,GCS Web,Masculino,Abierto,,,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,20/08/2021,21:53,10:00:00 PM,12,VILLA URQUIZA,DIAZ COLODRERO,2755,-34.57100206,-58.48765122,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:53,10:00:00 PM,7,FLORES,,,-34.64565049,-58.4419436,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,21:53,10:00:00 PM,12,VILLA URQUIZA,TAMBORINI; JOSE PASCUAL,5679,-34.56948838,-58.49804826,App Denuncia Vial,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,21:53,10:00:00 PM,13,BELGRANO,CIUDAD DE LA PAZ,2105,-34.56243776,-58.4577752,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,21:53,10:00:00 PM,6,CABALLITO,SAN JOSE DE CALASANZ,687,-34.62703907,-58.4375531,App Denuncia Vial,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,22/08/2021,21:53,10:00:00 PM,12,SAAVEDRA,PAROISSIEN,4821,-34.55712127,-58.49274527,App BA 147,Femenino,Cerrado,30/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,20/08/2021,21:53,10:00:00 PM,11,VILLA DEL PARQUE,CONCORDIA,2330,-34.61002671,-58.49454326,App BA 147,Masculino,Cerrado,21/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,21:53,10:00:00 PM,12,VILLA URQUIZA,BLANCO ENCALADA,,-34.57992562,-58.49380418,App Denuncia Vial,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:53,10:00:00 PM,7,FLORES,,,-34.64565049,-58.4419436,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,21:54,10:00:00 PM,7,FLORES,FRAY CAYETANO RODRIGUEZ,1033,-34.61889619,-58.46797243,Boti,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CESTO PAPELERO,Solicitud,22/08/2021,21:54,10:00:00 PM,11,VILLA SANTA RITA,CUENCA,997,-34.6215449,-58.47870723,App BA 147,Femenino,Cerrado,23/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CESTO PAPELERO,Solicitud,20/08/2021,21:54,10:00:00 PM,5,ALMAGRO,RIO DE JANEIRO,1011,-34.60372854,-58.43242132,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,18/08/2021,21:54,10:00:00 PM,4,PARQUE PATRICIOS,CHICLANA AV.,2985,-34.62992926,-58.40622691,GCS Web,Femenino,Cerrado,19/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,23/08/2021,21:54,10:00:00 PM,10,MONTE CASTRO,SANTO TOME,5551,-34.62403195,-58.51728412,App BA 147,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,21:55,10:00:00 PM,6,CABALLITO,ALBERDI; JUAN BAUTISTA AV.,833,-34.62293897,-58.43959151,App Denuncia Vial,Femenino,Abierto,,,,
ALUMBRADO,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,Solicitud,23/08/2021,21:55,10:00:00 PM,15,VILLA CRESPO,JUFRE,288,-34.59660152,-58.431546,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CESTO PAPELERO,Solicitud,20/08/2021,21:55,10:00:00 PM,5,ALMAGRO,RIO DE JANEIRO,1091,-34.60285218,-58.43312251,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,21:55,10:00:00 PM,12,VILLA URQUIZA,PACHECO,2162,-34.575264,-58.48238467,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,Solicitud,20/08/2021,21:55,10:00:00 PM,11,VILLA DEL PARQUE,CONCORDIA,2330,-34.61002671,-58.49454326,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,22/08/2021,21:56,10:00:00 PM,15,VILLA CRESPO,JUFRE,475,-34.59508335,-58.4328218,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CESTO PAPELERO,Solicitud,20/08/2021,21:56,10:00:00 PM,15,VILLA CRESPO,RAMIREZ DE VELASCO; JUAN,5,-34.60243708,-58.43321119,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
RECICLADO Y PROTECCIÓN AMBIENTAL,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,LIMPIEZA/HIGIENIZACIÓN DE ESPACIOS PÚBLICOS POR ASENTAMIENTOS PRECARIOS,Solicitud,23/08/2021,21:56,10:00:00 PM,13,COLEGIALES,AMENABAR,,-34.57449017,-58.44320793,GCS Web,Femenino,Cerrado,25/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:56,10:00:00 PM,7,FLORES,,,-34.64565049,-58.4419436,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RETIRO DE AFICHES Y/O PASACALLES,Solicitud,19/08/2021,21:56,10:00:00 PM,12,VILLA URQUIZA,TAMBORINI; JOSE PASCUAL,5389,-34.5678443,-58.494878,GCS Web,Femenino,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,21:57,10:00:00 PM,7,FLORES,SAN PEDRITO AV.,665,-34.63869342,-58.4662109,GCS Web,Femenino,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,21:57,10:00:00 PM,15,VILLA ORTUZAR,TRIUNVIRATO AV.,2760,-34.58525539,-58.46147997,App BA 147,Masculino,Cerrado,28/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,22/08/2021,21:57,10:00:00 PM,1,MONSERRAT,DEFENSA,200,-34.61005023,-58.37203141,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,21:57,10:00:00 PM,1,PUERTO MADERO,MOREAU DE JUSTO; ALICIA AV.,1130,-34.61071485,-58.36625331,Boti,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:57,10:00:00 PM,7,FLORES,,,-34.64779317,-58.43506475,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/08/2021,21:57,10:00:00 PM,12,SAAVEDRA,VEDIA,3438,-34.54424306,-58.48600003,GCS Web,Femenino,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,21:57,10:00:00 PM,15,CHACARITA,FITZ ROY,1093,-34.58916946,-58.44237789,App Denuncia Vial,Femenino,Abierto,,,,
MEDIOS DE TRANSPORTE,BICICLETAS,INCONVENIENTES CON EL RETIRO/DEVOLUCIÓN DE LA BICICLETA DE BA ECOBICI POR TEMBICI,Queja,18/08/2021,21:57,10:00:00 PM,14,PALERMO,,,-34.572165,-58.411278,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:58,10:00:00 PM,7,FLORES,,,-34.64779317,-58.43506475,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,HIGIENE Y SEGURIDAD ALIMENTARIA,ESTABLECIMIENTO SIN AUTORIZACIÓN PARA FUNCIONAR SIN VENTA O ELABORACIÓN DE ALIMENTOS,Denuncia,24/08/2021,21:58,10:00:00 PM,10,MONTE CASTRO,BERMUDEZ,1649,-34.62272063,-58.50516118,GCS Web,Masculino,Cerrado,02/09/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,18/08/2021,21:58,10:00:00 PM,15,VILLA CRESPO,WARNES AV.,656,-34.60110897,-58.44567149,GCS Web,Femenino,Cerrado,19/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,INCONVENIENTES EN HOSPITAL PÚBLICO,INCONVENIENTES EN HOSPITAL PÚBLICO,Queja,22/08/2021,21:58,10:00:00 PM,4,PARQUE PATRICIOS,,-1,-34.64311566,-58.41086248,GCS Web,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,22/08/2021,21:59,10:00:00 PM,7,FLORES,,,-34.64919696,-58.44041776,Operador UGIS,,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,21/08/2021,21:59,10:00:00 PM,7,FLORES,NEUQUEN,1939,-34.61636553,-58.46027802,Boti,Femenino,Cerrado,23/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,21:59,10:00:00 PM,8,VILLA SOLDATI,,,-34.65951738,-58.45330855,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,21:59,10:00:00 PM,9,MATADEROS,POLA,1123,-34.64915125,-58.50145011,App BA 147,Femenino,Cerrado,21/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,22/08/2021,21:59,10:00:00 PM,10,VELEZ SARSFIELD,BACACAY,4301,-34.63283289,-58.48784276,App BA 147,Masculino,Abierto,,,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,18/08/2021,22:00,10:00:00 PM,4,BARRACAS,VIEYTES,1200,-34.64628404,-58.37820262,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,22:00,10:00:00 PM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,19/08/2021,22:00,10:00:00 PM,12,COGHLAN,UGARTE; MANUEL,3519,-34.56213692,-58.47334208,App BA 147,Masculino,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,22:00,10:00:00 PM,14,PALERMO,DEL LIBERTADOR AV.,5100,-34.56312956,-58.43819681,App Denuncia Vial,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,22:00,10:00:00 PM,3,SAN CRISTOBAL,DEAN FUNES,1103,-34.62332553,-58.40599319,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,22:00,10:00:00 PM,6,CABALLITO,CACHIMAYO,431,-34.62544288,-58.44166733,Boti,Femenino,Abierto,,,,
ALUMBRADO,REPARACIÓN DE EQUIPAMIENTO DE ALUMBRADO,REPARACIÓN DE CABLE DE ALUMBRADO CORTADO / CAÍDO,Solicitud,18/08/2021,22:01,10:00:00 PM,13,COLEGIALES,MAURE,2441,-34.57181359,-58.44228956,GCS Web,Femenino,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,Reporte,22/08/2021,22:01,10:00:00 PM,14,PALERMO,LAFINUR,3180,-34.57906167,-58.41355973,App BA 147,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,19/08/2021,22:01,10:00:00 PM,8,VILLA LUGANO,SOMELLERA,5045,-34.67092451,-58.47074544,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,23/08/2021,22:01,10:00:00 PM,12,VILLA PUEYRREDON,CARACAS,4757,-34.58157083,-58.49579242,App BA 147,Masculino,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,Solicitud,18/08/2021,22:01,10:00:00 PM,1,CONSTITUCION,GARAY; JUAN DE AV.,1664,-34.62726962,-58.38901286,GCS Web,Femenino,Cerrado,19/08/2021,0:00:00,,
MEDIOS DE TRANSPORTE,BICICLETAS,INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI,Queja,23/08/2021,22:01,10:00:00 PM,,,,,,,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,22:02,10:00:00 PM,12,VILLA URQUIZA,LARRALDE; CRISOLOGO AV.,5782,-34.56577478,-58.50111942,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,22/08/2021,22:02,10:00:00 PM,9,MATADEROS,POLA,1123,-34.64915125,-58.50145011,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,22:02,10:00:00 PM,3,BALVANERA,PUEYRREDON AV.,786,-34.60106628,-58.40466321,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,24/08/2021,22:02,10:00:00 PM,10,VERSALLES,IRIGOYEN,662,-34.63364325,-58.5097123,GCS Web,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,22/08/2021,22:02,10:00:00 PM,7,FLORES,,,-34.64919696,-58.44041776,Operador UGIS,,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,22:03,10:00:00 PM,14,PALERMO,DEL LIBERTADOR AV.,3906,-34.57073184,-58.42383974,App Denuncia Vial,Masculino,Abierto,,,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,22/08/2021,22:03,10:00:00 PM,12,SAAVEDRA,NUÑEZ,,-34.55747946,-58.48062826,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,20/08/2021,22:03,10:00:00 PM,14,PALERMO,FRENCH,3695,-34.5827279,-58.41195708,GCS Web,Femenino,Cerrado,23/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,22:03,10:00:00 PM,7,FLORES,SAN PEDRITO AV.,655,-34.63857096,-58.46626468,GCS Web,Femenino,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,22/08/2021,22:03,10:00:00 PM,11,VILLA SANTA RITA,VIALE; LUIS,3056,-34.6205008,-58.47689887,App BA 147,Femenino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,22:03,10:00:00 PM,1,PUERTO MADERO,PAINE; AIME,1500,-34.61464856,-58.3611635,App Denuncia Vial,Femenino,Abierto,,,,
MEDIOS DE TRANSPORTE,SUBTES,INTERRUPCIONES - SUBTE,Queja,23/08/2021,22:03,10:00:00 PM,3,SAN CRISTOBAL,,-1,-34.62310866,-58.39707106,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,22:03,10:00:00 PM,13,BELGRANO,CONESA,2622,-34.56066137,-58.4663768,Boti,Masculino,Abierto,,,,
RECICLADO Y PROTECCIÓN AMBIENTAL,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,LIMPIEZA/HIGIENIZACIÓN DE ESPACIOS PÚBLICOS POR ASENTAMIENTOS PRECARIOS,Solicitud,18/08/2021,22:03,10:00:00 PM,3,BALVANERA,RINCON,702,-34.61734791,-58.39600384,GCS Web,Masculino,Cerrado,22/08/2021,0:00:00,,
ALUMBRADO,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,Solicitud,20/08/2021,22:03,10:00:00 PM,11,VILLA DEL PARQUE,BAIGORRIA,2711,-34.60129385,-58.48684619,App BA 147,Masculino,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,22:04,10:00:00 PM,6,CABALLITO,TERRY; JOSE A.,301,-34.62576316,-58.44532081,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,23/08/2021,22:04,10:00:00 PM,11,VILLA GRAL. MITRE,SAN BLAS,1825,-34.60469755,-58.46802051,GCS Web,Masculino,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,22:04,10:00:00 PM,1,SAN TELMO,BOLIVAR,735,-34.6164657,-58.37315717,Boti,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,22:04,10:00:00 PM,7,FLORES,,,-34.64580762,-58.45492395,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
CONTROL EDILICIO; OBRAS Y CATASTRO,CONTROL DE OBRAS,CERRAMIENTO DE PATIO O BALCÓN SIN PERMISO,Denuncia,23/08/2021,22:04,10:00:00 PM,12,VILLA URQUIZA,LUGONES,1917,-34.57554475,-58.47553025,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,19/08/2021,22:04,10:00:00 PM,15,VILLA CRESPO,GALLARDO; ANGEL AV.,115,-34.60302476,-58.43420318,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PROBLEMA CON INTERVENCIONES DE ARBOLADO,PROBLEMAS CON INTERVENCIONES DE ARBOLADO,Queja,20/08/2021,22:05,10:00:00 PM,15,VILLA CRESPO,REPETTO; NICOLAS; DR.,2188,-34.60038806,-58.456722,App BA 147,Femenino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,22:05,10:00:00 PM,13,BELGRANO,CONESA,2622,-34.56066137,-58.4663768,Boti,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,22:05,10:00:00 PM,15,CHACARITA,AGUIRRE,1486,-34.58911195,-58.44406746,App Denuncia Vial,Femenino,Abierto,,,,
