categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;21/6/2021;11:54:48 PM;00:00;8;VILLA RIACHUELO;TABARE;6473;-346.909.309.118.728;-584.703.447.838.924;GCS Web;Femenino;Cerrado;24/6/2021;12:35:19 PM;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;21/6/2021;11:56:05 PM;00:00;9;LINIERS;CAAGUAZU;5776;-346.408.715.903.709;-585.117.129.049.362;App BA 147;Femenino;Cerrado;2/7/2021;11:55:08 AM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;19/6/2021;12:17:23 AM;00:30;11;VILLA DEVOTO;CAMPANA;3630;-345.972.898.494.812;-585.004.950.485.446;App BA 147;Masculino;Cerrado;20/6/2021;6:30:20 PM;;
TRÁMITES Y SERVICIOS;INCONVENIENTES CON TRÁMITES;INCONVENIENTES CON TRÁMITES;Queja;15/6/2021;12:26:16 AM;00:30;1;SAN NICOLAS;VIAMONTE;900;-346.001.713.760.894;-583.792.341.429.042;App BA 147;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;15/6/2021;12:43:01 AM;00:30;15;VILLA CRESPO;ACOYTE;1118;-34.605.695.158.126;-584.406.095.565.951;App BA 147;Masculino;Cerrado;17/6/2021;10:37:47 PM;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;15/6/2021;12:44:13 AM;00:30;11;VILLA DEL PARQUE;"CARRANZA; ADOLFO P.";2976;-346.082.997.814.458;-584.852.913.893.261;App Denuncia Vial;Masculino;Cerrado;15/6/2021;5:00:55 PM;;
TRÁMITES Y SERVICIOS;INCONVENIENTES CON TRÁMITES;INCONVENIENTES CON TRÁMITES;Queja;15/6/2021;12:18:48 AM;00:30;10;VERSALLES;BRUSELAS;867;-346.272.863.832.997;-585.231.654.464.742;GCS Web;Femenino;Abierto;;;;
MEDIOS DE TRANSPORTE;TAXIS;TAXI: MAL FUNCIONAMIENTO DE LA APP BA TAXI;Queja;15/6/2021;12:23:03 AM;00:30;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;16/6/2021;12:34:45 AM;00:30;3;BALVANERA;"URIBURU JOSE E.; PRES.";680;-34.601.338.534.962;-583.986.434.357.926;Boti;Femenino;Cerrado;16/6/2021;4:01:33 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;16/6/2021;12:33:35 AM;00:30;9;PARQUE AVELLANEDA;LA FACULTAD;1409;-346.492.508.183.338;-584.756.387.806.376;GCS Web;Masculino;Cerrado;20/6/2021;12:37:09 PM;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;16/6/2021;12:37:38 AM;00:30;3;BALVANERA;"URIBURU JOSE E.; PRES.";690;-346.012.170.569.738;-583.986.566.951.724;Boti;Femenino;Cerrado;16/6/2021;4:01:34 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;15/6/2021;12:23:11 AM;00:30;7;FLORES;NEUQUEN;2269;-34.618.110.376.697;-584.651.645.246.433;App BA 147;Femenino;Cerrado;16/6/2021;2:17:44 PM;;
TRÁMITES Y SERVICIOS;PROPUESTAS PARA LA MEJORA EN TRÁMITES;PROPUESTAS PARA LA MEJORA EN TRÁMITES;Queja;16/6/2021;12:43:38 AM;00:30;;;;;;;App BA 147;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;16/6/2021;12:27:40 AM;00:30;11;VILLA DEVOTO;DESAGUADERO;3779;-346.076.992.099.139;-585.198.511.745.369;App BA 147;Femenino;Cerrado;20/6/2021;6:29:18 PM;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;REUBICACIÓN DE CONTENEDOR;Solicitud;15/6/2021;12:37:29 AM;00:30;12;VILLA URQUIZA;"RIVERA; PEDRO I.; DR.";5330;-345.736.291.873.755;-58.491.105.323.772;App BA 147;Masculino;Cerrado;16/6/2021;6:30:24 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;15/6/2021;12:35:48 AM;00:30;10;VELEZ SARSFIELD;CAMARONES;5163;-346.285.722.721.983;-585.049.166.676.889;App BA 147;Femenino;Cerrado;3/7/2021;12:44:20 AM;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;17/6/2021;12:23:17 AM;00:30;1;SAN NICOLAS;TUCUMAN;633;-346.010.332.778.151;-583.756.055.378.376;App Denuncia Vial;Masculino;Cerrado;17/6/2021;4:01:25 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:41:58 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;15/6/2021;12:33:57 AM;00:30;14;PALERMO;GURRUCHAGA;2476;-345.826.877.251.782;-584.205.370.394.073;App BA 147;Masculino;Cerrado;17/6/2021;10:56:49 AM;;
TRÁMITES Y SERVICIOS;INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES);INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES);Queja;17/6/2021;12:35:48 AM;00:30;;;;;;;GCS Web;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;MEJORA DE BARRIDO;Queja;17/6/2021;12:36:54 AM;00:30;9;MATADEROS;"GORDILLO; TIMOTEO";1773;-346.559.169.662.316;-585.097.986.144.749;GCS Web;Femenino;Cerrado;20/6/2021;2:16:42 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);Servicio;17/6/2021;12:40:45 AM;00:30;10;VERSALLES;BARRAGAN;816;-34.629.718.754.258;-585.244.442.837.902;App BA 147;Masculino;Cerrado;20/6/2021;12:32:29 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:30:45 AM;00:30;15;CHACARITA;;;-345.843.229.934.563;-584.566.965.157.588;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:39:21 AM;00:30;7;FLORES;;;-346.456.504.927.597;-584.419.435.955.707;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:40:52 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:41:28 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:42:35 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:43:20 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:44:03 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:37:26 AM;00:30;7;FLORES;;;-346.491.969.617.196;-584.404.177.642.598;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;16/6/2021;12:16:12 AM;00:30;13;BELGRANO;MONROE;1654;-34.553.984.751.014;-584.525.528.600.226;GCS Web;Femenino;Cerrado;22/6/2021;12:23:28 PM;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;16/6/2021;12:25:24 AM;00:30;9;PARQUE AVELLANEDA;MOZART;1120;-346.483.427.133.552;-584.837.797.774.554;GCS Web;Femenino;Cerrado;28/6/2021;12:08:43 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;17/6/2021;12:30:37 AM;00:30;9;LINIERS;OLIDEN;558;-346.445.385.556.276;-585.145.748.243.466;GCS Web;Femenino;Cerrado;20/6/2021;12:32:46 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:34:32 AM;00:30;4;BARRACAS;;;-346.506.169.245.523;-584.029.413.406.281;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:38:02 AM;00:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;17/6/2021;12:34:05 AM;00:30;15;VILLA ORTUZAR;ESTOMBA;1420;-345.773.644.702.667;-584.654.100.824.925;App BA 147;Masculino;Cerrado;22/6/2021;4:51:37 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:32:25 AM;00:30;15;CHACARITA;;;-345.843.229.934.563;-584.566.965.157.588;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:36:34 AM;00:30;7;FLORES;;;-346.491.969.617.196;-584.404.177.642.598;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:40:13 AM;00:30;1;RETIRO;;;-345.817.307.052.121;-583.812.632.471.333;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
ALUMBRADO;REPARACIÓN DE LUMINARIA;REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE;Solicitud;17/6/2021;12:19:01 AM;00:30;12;VILLA URQUIZA;TRONADOR;2073;-345.715.010.975.101;-584.719.692.076.157;App BA 147;Masculino;Cerrado;20/6/2021;5:15:15 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:35:07 AM;00:30;4;BARRACAS;;;-346.506.169.245.523;-584.029.413.406.281;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;12:35:45 AM;00:30;4;BARRACAS;;;-346.506.169.245.523;-584.029.413.406.281;Operador UGIS;;Cerrado;5/7/2021;3:20:45 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;18/6/2021;12:20:02 AM;00:30;12;VILLA PUEYRREDON;"CUBAS; JOSE";2662;-345.868.709.576.771;-584.974.392.969.837;GCS Web;Masculino;Cerrado;18/6/2021;9:03:57 PM;;
TRÁMITES Y SERVICIOS;PROPUESTAS PARA LA MEJORA EN TRÁMITES;PROPUESTAS PARA LA MEJORA EN TRÁMITES;Queja;18/6/2021;12:24:23 AM;00:30;;;;;;;App BA 147;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:16:23 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1053;-346.214.094.656.428;-583.983.773.700.822;GCS Web;Masculino;Cerrado;20/6/2021;3:01:10 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;18/6/2021;12:28:01 AM;00:30;11;VILLA DEVOTO;LOPE DE VEGA AV.;3463;-346.120.056.529.583;-585.277.710.128.878;GCS Web;Masculino;Cerrado;21/6/2021;1:49:20 AM;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;18/6/2021;12:15:11 AM;00:30;5;ALMAGRO;MAZA;673;-346.193.380.187.318;-584.153.135.437.992;GCS Web;Masculino;Cerrado;23/6/2021;1:22:27 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:44:55 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;967;-346.203.719.923.968;-583.986.949.086.574;GCS Web;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS;Solicitud;18/6/2021;12:17:17 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1057;-346.214.907.772.263;-58.398.355.143.607;GCS Web;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:19:40 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1035;-34.621.256.506.936;-583.984.191.811.292;GCS Web;Masculino;Cerrado;20/6/2021;2:57:15 PM;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;18/6/2021;12:20:03 AM;00:30;5;ALMAGRO;SANCHEZ DE BUSTAMANTE;556;-346.033.260.381.503;-584.144.518.271.249;GCS Web;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:34:57 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1301;-346.245.714.080.499;-583.975.418.779.146;GCS Web;Masculino;Cerrado;23/6/2021;10:13:19 AM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;17/6/2021;12:38:21 AM;00:30;15;VILLA CRESPO;CASTILLO;131;-345.984.799.748.907;-584.313.538.131.968;GCS Web;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/6/2021;12:35:40 AM;00:30;5;ALMAGRO;"ACUÑA DE FIGUEROA; FRANCISCO";452;-346.052.785.134.608;-584.228.556.392.634;App Denuncia Vial;Masculino;Cerrado;18/6/2021;4:01:11 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:26:50 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1019;-346.210.039.743.218;-583.984.882.102.042;GCS Web;Masculino;Cerrado;20/6/2021;2:53:11 PM;;
CALLES Y VEREDAS;Nivelación;REPARACIÓN/NIVELACIÓN DE TAPA DE EMPRESA DE SERVICIO PÚBLICO EN VEREDA;Solicitud;18/6/2021;12:29:46 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1007;-346.209.991.509.615;-583.984.853.397.824;GCS Web;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:33:30 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;;-346.208.036.421.591;-583.985.020.883.205;GCS Web;Masculino;Cerrado;20/6/2021;2:45:15 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:36:21 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;993;-346.206.714.751.442;-583.986.070.494.458;GCS Web;Masculino;Cerrado;20/6/2021;2:41:15 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO;Solicitud;18/6/2021;12:37:46 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;983;-346.205.704.833.261;-583.986.377.844.507;GCS Web;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:39:51 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;977;-346.204.780.699.061;-583.986.643.803.712;GCS Web;Masculino;Cerrado;20/6/2021;2:37:10 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;17/6/2021;12:17:48 AM;00:30;12;VILLA URQUIZA;"RIVERA; PEDRO I.; DR.";4384;-345.680.575.633.618;-584.805.241.332.561;GCS Web;Femenino;Cerrado;18/6/2021;8:55:48 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS;Solicitud;17/6/2021;12:32:39 AM;00:30;10;VILLA LURO;ARAUJO;594;-34.643.469.450.545;-585.018.831.150.607;App BA 147;Femenino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/6/2021;12:42:51 AM;00:30;5;ALMAGRO;"ACUÑA DE FIGUEROA; FRANCISCO";452;-346.052.785.134.608;-584.228.556.392.634;Boti;Masculino;Cerrado;18/6/2021;4:01:11 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS;Solicitud;17/6/2021;12:28:24 AM;00:30;10;VILLA LURO;ARAUJO;594;-34.643.469.450.545;-585.018.831.150.607;App BA 147;Femenino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;19/6/2021;12:33:49 AM;00:30;6;CABALLITO;"ALBERDI; JUAN BAUTISTA AV.";1630;-346.272.930.977.747;-584.514.780.056.192;App BA 147;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;19/6/2021;12:32:47 AM;00:30;14;PALERMO;BAEZ;751;-345.692.964.245.129;-584.357.958.933.372;App BA 147;Masculino;Cerrado;22/6/2021;8:02:56 AM;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;19/6/2021;12:40:27 AM;00:30;7;FLORES;DIRECTORIO AV.;1918;-346.316.762.922.514;-584.546.707.000.171;App BA 147;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;19/6/2021;12:19:46 AM;00:30;1;MONSERRAT;BELGRANO AV.;1211;-346.131.695.678.284;-583.835.208.424.349;App BA 147;Femenino;Cerrado;19/6/2021;9:00:37 AM;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;19/6/2021;12:24:25 AM;00:30;1;MONSERRAT;BELGRANO AV.;1211;-346.131.695.678.284;-583.835.208.424.349;App BA 147;Femenino;Cerrado;19/6/2021;9:00:38 AM;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;OCUPACIÓN INDEBIDA;OCUPACIÓN INDEBIDA DE LA VEREDA/CALZADA POR LOCAL COMERCIAL;Denuncia;19/6/2021;12:20:03 AM;00:30;14;PALERMO;CERVIÑO AV.;4470;-345.765.293.942.117;-584.196.801.326.459;GCS Web;Femenino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;19/6/2021;12:29:57 AM;00:30;12;COGHLAN;"FREIRE; RAMON; CAP. GRAL.";3197;-345.569.000.626.102;-584.725.891.152.186;GCS Web;Femenino;Cerrado;22/6/2021;11:08:43 PM;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;19/6/2021;12:38:19 AM;00:30;3;BALVANERA;CHILE;1930;-346.170.553.542.948;-583.937.390.784.236;App BA 147;Femenino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;19/6/2021;12:38:11 AM;00:30;7;FLORES;DIRECTORIO AV.;1901;-34.631.479.473.653;-584.545.928.476.522;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;19/6/2021;12:44:02 AM;00:30;7;FLORES;DIRECTORIO AV.;1914;-346.316.602.114.004;-58.454.619.658.446;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;19/6/2021;12:42:08 AM;00:30;7;FLORES;DIRECTORIO AV.;1916;-346.316.682.518.286;-584.546.451.792.291;App BA 147;Masculino;Abierto;;;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;19/6/2021;12:21:06 AM;00:30;6;CABALLITO;"BONIFACIO; JOSE";1390;-346.286.046.100.716;-584.462.949.781.936;App BA 147;Masculino;Cerrado;6/7/2021;3:47:06 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;19/6/2021;12:17:55 AM;00:30;7;FLORES;"BUSTILLO; JOSE M.; GRAL.";3300;-34.641.515.289;-584.651.596.627.524;App BA 147;Masculino;Cerrado;22/6/2021;2:19:56 PM;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;19/6/2021;12:26:50 AM;00:30;10;VILLA REAL;"LOZANO; PEDRO";5900;-346.228.731.186.608;-585.254.693.167.369;App Denuncia Vial;Femenino;Cerrado;22/6/2021;8:02:56 AM;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;19/6/2021;12:35:42 AM;00:30;7;FLORES;"ALBERDI; JUAN BAUTISTA AV.";1924;-346.294.563.315.139;-584.557.829.953.655;App BA 147;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:22:12 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1031;-34.621.256.506.936;-583.984.191.811.292;GCS Web;Masculino;Cerrado;20/6/2021;2:57:13 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;18/6/2021;12:22:22 AM;00:30;7;FLORES;NEUQUEN;2291;-346.183.130.626.986;-584.656.309.974.038;App BA 147;Femenino;Cerrado;20/6/2021;12:31:11 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:23:56 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1025;-346.211.734.838.274;-583.984.418.753.099;GCS Web;Masculino;Cerrado;20/6/2021;2:53:11 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:25:45 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;1021;-346.210.039.743.218;-583.984.882.102.042;GCS Web;Masculino;Cerrado;20/6/2021;2:53:10 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;18/6/2021;12:25:52 AM;00:30;10;VILLA LURO;"CASTRO; EMILIO";4948;-346.431.032.021.557;-584.946.520.513.551;App BA 147;Femenino;Cerrado;20/6/2021;11:05:53 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;18/6/2021;12:28:36 AM;00:30;10;MONTE CASTRO;"SASTRE; MARCOS";4336;-346.129.550.333.758;-58.504.082.705.028;App BA 147;Femenino;Cerrado;20/6/2021;11:05:57 PM;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/6/2021;12:42:39 AM;00:30;3;SAN CRISTOBAL;PICHINCHA;973;-346.204.780.699.061;-583.986.643.803.712;GCS Web;Masculino;Cerrado;20/6/2021;2:33:29 PM;;
