categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;tiempo_de_cierre;Column1
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,12:10:12 PM,12:00:00,7,FLORES,CASTAÑON,1341,-34.64342838,-58.45828135,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,SOLICITUD,2/1/2021,11:55:04 AM,12:00:00,12,SAAVEDRA,CORREA,4570,-34.55340207,-58.49325946,App BA 147,Femenino,Cerrado,07/01/2021,11:01:44 AM,5,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,4/1/2021,11:58:59 AM,12:00:00,11,VILLA DEL PARQUE,SASTRE; MARCOS,2656,-34.60183639,-58.48522072,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,ALIMENTOS EN MALAS CONDICIONES,DENUNCIA,3/1/2021,11:57:00 AM,12:00:00,15,PARQUE CHAS,DE LOS INCAS AV.,4889,-34.58459493,-58.47882909,GCS Web,Masculino,Cerrado,13/01/2021,11:29:25 AM,10,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,4/1/2021,12:13:32 PM,12:00:00,4,BOCA,PALACIOS; ALFREDO L.,1290,-34.64382913,-58.3684005,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PLAGAS / ENFERMEDADES EN ÁRBOL,ÁRBOL CON ENFERMEDADES,REPORTE,4/1/2021,11:46:26 AM,12:00:00,12,VILLA URQUIZA,QUESADA,5919,-34.57331102,-58.49957399,GCS Web,Masculino,Cerrado,06/01/2021,8:35:18 AM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,12:02:03 PM,12:00:00,11,VILLA DEVOTO,CHIVILCOY AV.,3239,-34.6042335,-58.50768376,GCS Web,Femenino,Cerrado,06/01/2021,12:30:00 AM,2,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,4/1/2021,12:08:44 PM,12:00:00,11,VILLA DEL PARQUE,SASTRE; MARCOS,2618,-34.6014234,-58.48451108,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,ENFERMEDADES TRANSMITIDAS POR MOSQUITOS,CRIADEROS DE MOSQUITOS,REPORTE,4/1/2021,12:13:12 PM,12:00:00,10,MONTE CASTRO,LASCANO,3926,-34.61345657,-58.49679127,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,MARCAS VIALES Y SEÑALES EN CALLE,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,SOLICITUD,4/1/2021,11:59:06 AM,12:00:00,12,SAAVEDRA,ZAPIOLA,3698,-34.55154314,-58.47516124,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:10:08 PM,12:00:00,6,CABALLITO,ARANGUREN; JUAN F.; DR.,520,-34.61306501,-58.43885765,App BA 147,Masculino,Cerrado,06/01/2021,4:47:49 PM,2,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,4/1/2021,12:06:17 PM,12:00:00,11,VILLA DEL PARQUE,LLAVALLOL,2611,-34.60578029,-58.49482968,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,4/1/2021,12:10:35 PM,12:00:00,3,BALVANERA,TUCUMAN,1980,-34.6021782,-58.39518496,App BA 147,Femenino,Cerrado,24/01/2021,10:32:56 AM,20,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,11:58:10 AM,12:00:00,11,VILLA DEVOTO,NOGOYA,5237,-34.61885243,-58.5170038,App BA 147,Femenino,Cerrado,04/01/2021,9:33:31 PM,2,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,SOLICITUD,2/1/2021,12:13:57 PM,12:00:00,12,VILLA URQUIZA,ACHEGA,3555,-34.56831745,-58.50467421,App BA 147,Femenino,Cerrado,04/01/2021,7:23:49 PM,2,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,HIGIENE DEFICIENTE EN ESTABLECIMIENTOS,DENUNCIA,2/1/2021,12:13:24 PM,12:00:00,12,VILLA URQUIZA,BARZANA,2177,-34.57849685,-58.48830923,App BA 147,Femenino,Cerrado,14/01/2021,12:48:26 PM,12,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE EQUIPAMIENTO DE ALUMBRADO,REPARACIÓN DE TAPA FALTANTE / DETERIORADA EN COLUMNA DE ALUMBRADO,SOLICITUD,4/1/2021,11:48:54 AM,12:00:00,1,RETIRO,ALVEAR,1525,-34.5903609,-58.38496468,GCS Web,Masculino,Cerrado,07/01/2021,3:06:23 PM,3,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,HIGIENE DEFICIENTE EN ESTABLECIMIENTOS,DENUNCIA,2/1/2021,12:10:20 PM,12:00:00,12,VILLA URQUIZA,BARZANA,2179,-34.57842688,-58.48836418,App BA 147,Femenino,Cerrado,14/01/2021,12:30:25 PM,12,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CONTENEDOR,SOLICITUD,2/1/2021,11:58:38 AM,12:00:00,5,BOEDO,SANCHEZ DE LORIA AV.,2089,-34.63497612,-58.41071827,Call Center,Femenino,Cerrado,08/02/2021,11:46:11 AM,37,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,3/1/2021,11:52:39 AM,12:00:00,9,PARQUE AVELLANEDA,RODO; JOSE E.,3720,-34.6385659,-58.47709894,App BA 147,Masculino,Cerrado,04/01/2021,12:29:01 PM,1,
LIMPIEZA Y RECOLECCIÓN,PROPUESTAS PARA LA MEJORA EN TRÁMITES,PROPUESTAS PARA LA MEJORA EN TRÁMITES,QUEJA,4/1/2021,11:53:33 AM,12:00:00,,,,,,,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,4/1/2021,11:56:30 AM,12:00:00,13,BELGRANO,BLANCO ENCALADA,1980,-34.55686192,-58.45503901,GCS Web,Masculino,Cerrado,21/01/2021,4:30:42 PM,17,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,11:47:23 AM,12:00:00,7,FLORES,QUIRNO,623,-34.6387221,-58.46785513,GCS Web,Masculino,Cerrado,07/01/2021,1:13:55 PM,3,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,HIGIENE DEFICIENTE EN ESTABLECIMIENTOS,DENUNCIA,3/1/2021,12:09:03 PM,12:00:00,1,RETIRO,TALCAHUANO,937,-34.59784528,-58.38552706,GCS Web,Masculino,Cerrado,11/01/2021,9:58:14 PM,8,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,ALIMENTOS EN MALAS CONDICIONES,DENUNCIA,3/1/2021,11:59:03 AM,12:00:00,1,SAN NICOLAS,PARANA,356,-34.60467903,-58.38795481,App BA 147,Femenino,Cerrado,11/01/2021,10:00:17 PM,8,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,4/1/2021,12:01:57 PM,12:00:00,1,SAN NICOLAS,URUGUAY AV.,753,-34.59988562,-58.38669069,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,11:47:52 AM,12:00:00,11,VILLA SANTA RITA,SAN NICOLAS,1981,-34.61460555,-58.49371705,GCS Web,Masculino,Cerrado,06/01/2021,12:32:50 AM,2,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE LUMINARIA,CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL,SOLICITUD,4/1/2021,11:47:50 AM,12:00:00,4,BOCA,CERRI; DANIEL; GRAL.,835,-34.64496912,-58.36096997,GCS Web,Femenino,Cerrado,11/01/2021,2:48:41 PM,7,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:13:44 PM,12:00:00,4,BARRACAS,JOVELLANOS; GASPAR M. DE,798,-34.63925432,-58.37217701,GCS Web,Femenino,Cerrado,05/01/2021,9:16:14 PM,1,
LIMPIEZA Y RECOLECCIÓN,SUBTES,MEJORA DE BARRIDO,QUEJA,4/1/2021,12:14:40 PM,12:00:00,10,VILLA LURO,DONIZETTI,534,-34.64359779,-58.49524736,GCS Web,Femenino,Cerrado,05/01/2021,12:57:30 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,4/1/2021,11:50:01 AM,12:00:00,15,PARQUE CHAS,NAPOLES,3248,-34.58646481,-58.48401121,GCS Web,Femenino,Cerrado,06/01/2021,9:56:49 PM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,4/1/2021,12:02:29 PM,12:00:00,11,VILLA SANTA RITA,ALVAREZ JONTE AV.,3414,-34.61143452,-58.49029617,GCS Web,Femenino,Cerrado,06/01/2021,8:18:26 PM,2,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,11:59:48 AM,12:00:00,13,NUÑEZ,VIDAL,3343,-34.55320375,-58.47011071,GCS Web,Femenino,Cerrado,11/01/2021,11:14:07 AM,7,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,11:47:27 AM,12:00:00,11,VILLA DEL PARQUE,SASTRE; MARCOS,2725,-34.60226038,-58.48615204,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,SOLICITUD,2/1/2021,12:02:14 PM,12:00:00,13,BELGRANO,BARILARI; ATILIO S.; ALTE.,1422,-34.55097229,-58.45169918,GCS Web,Femenino,Cerrado,05/01/2021,9:24:36 AM,3,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,11:51:25 AM,12:00:00,14,PALERMO,BORGES; JORGE LUIS,2252,-34.58421902,-58.42376555,GCS Web,Femenino,Cerrado,05/01/2021,8:37:16 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,11:55:24 AM,12:00:00,2,RECOLETA,URIBURU JOSE E.; PRES.,1426,-34.591814,-58.39707667,GCS Web,Masculino,Cerrado,05/01/2021,8:37:20 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,12:00:16 PM,12:00:00,3,SAN CRISTOBAL,COMBATE DE LOS POZOS,1197,-34.62262249,-58.39301648,GCS Web,Masculino,Cerrado,05/01/2021,9:16:00 PM,1,
LIMPIEZA Y RECOLECCIÓN,PARQUES Y PLAZAS,INCONVENIENTES CON LAS TAREAS DE GUARDIÁN DE PLAZA,QUEJA,4/1/2021,12:05:17 PM,12:00:00,12,VILLA URQUIZA,,,-34.57361207,-58.47516902,App BA 147,Masculino,Cerrado,05/01/2021,10:48:49 AM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:14:47 PM,12:00:00,6,CABALLITO,COLPAYO,420,-34.61561384,-58.44202144,GCS Web,Femenino,Cerrado,06/01/2021,4:49:03 PM,2,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,12:13:24 PM,12:00:00,12,COGHLAN,ESTOMBA,3188,-34.56070584,-58.4795997,GCS Web,Masculino,Cerrado,07/01/2021,9:58:43 AM,3,
LIMPIEZA Y RECOLECCIÓN,CONTROL DE OBRAS,CONSTRUCCIÓN SIN PERMISO,DENUNCIA,4/1/2021,12:09:21 PM,12:00:00,13,BELGRANO,LA PAMPA,3402,-34.57076005,-58.46423642,GCS Web,Masculino,Cerrado,18/01/2021,1:26:38 PM,14,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:04:37 PM,12:00:00,4,BARRACAS,SANTO DOMINGO,2385,-34.65209406,-58.3799987,App BA 147,Masculino,Cerrado,05/01/2021,9:16:05 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,11:51:22 AM,12:00:00,4,PARQUE PATRICIOS,CASTILLO; CATULO,3140,-34.63536817,-58.40868564,App BA 147,Femenino,Cerrado,05/01/2021,9:15:50 PM,1,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CONTENEDOR,SOLICITUD,4/1/2021,12:08:29 PM,12:00:00,12,VILLA PUEYRREDON,COCHRANE,2653,-34.57809477,-58.50524596,App BA 147,Femenino,Cerrado,05/01/2021,4:15:27 PM,1,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE BACHES,REPARACIÓN DE BACHE,SOLICITUD,4/1/2021,12:10:50 PM,12:00:00,15,VILLA CRESPO,DEL PARQUE,1224,-34.60508892,-58.44367091,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,SOLICITUD,4/1/2021,12:07:04 PM,12:00:00,,,,,,,GCS Web,Masculino,Cerrado,08/01/2021,2:25:36 PM,4,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,4/1/2021,12:12:14 PM,12:00:00,15,PARQUE CHAS,TASSO,2733,-34.58698948,-58.47564737,GCS Web,Femenino,Cerrado,09/03/2021,12:13:33 PM,64,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,5/1/2021,11:52:38 AM,12:00:00,2,RECOLETA,JUNCAL,2712,-34.58947595,-58.40453405,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,SOLICITUD,5/1/2021,12:04:41 PM,12:00:00,15,AGRONOMIA,NAZCA AV.,3449,-34.59584434,-58.49361098,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,REPORTE,5/1/2021,12:05:31 PM,12:00:00,5,ALMAGRO,AGRELO,3400,-34.61827134,-58.41397732,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,ESTABLECIMIENTO SIN HABILITACIÓN CON VENTA / ELABORACIÓN DE ALIMENTOS,DENUNCIA,5/1/2021,11:57:52 AM,12:00:00,9,LINIERS,IBARROLA,6501,-34.64144382,-58.51863399,GCS Web,Femenino,Cerrado,12/01/2021,4:35:54 PM,7,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,5/1/2021,11:53:22 AM,12:00:00,8,VILLA RIACHUELO,BARROS PAZOS; JOSE,6418,-34.68531193,-58.47707966,GCS Web,Femenino,Cerrado,09/01/2021,8:39:04 PM,4,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,11:55:15 AM,12:00:00,14,PALERMO,MALABIA,2280,-34.58627743,-58.42026915,App BA 147,Masculino,Cerrado,09/01/2021,9:57:55 AM,4,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,5/1/2021,11:57:13 AM,12:00:00,8,VILLA RIACHUELO,BARROS PAZOS; JOSE,6400,-34.6850668,-58.47680254,App BA 147,Masculino,Cerrado,09/01/2021,8:38:55 PM,4,
LIMPIEZA Y RECOLECCIÓN,SUBTES,MEJORA DE BARRIDO,QUEJA,4/1/2021,11:54:34 AM,12:00:00,10,FLORESTA,MAR DEL PLATA,983,-34.62485755,-58.48718387,GCS Web,Masculino,Cerrado,05/01/2021,12:57:23 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,11:45:26 AM,12:00:00,3,BALVANERA,SARMIENTO,2723,-34.60644249,-58.40497541,App BA 147,Femenino,Cerrado,05/01/2021,9:15:46 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:13:04 PM,12:00:00,2,RECOLETA,CALLAO AV.,1145,-34.59537789,-58.39316408,App BA 147,Femenino,Cerrado,05/01/2021,8:37:40 PM,1,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CONTENEDOR,SOLICITUD,4/1/2021,12:11:00 PM,12:00:00,9,MATADEROS,MIRALLA,1702,-34.65429239,-58.4930421,GCS Web,Masculino,Cerrado,07/01/2021,1:27:49 PM,3,
LIMPIEZA Y RECOLECCIÓN,EVALUACIÓN AMBIENTAL,REPARACIÓN DE LUMINARIA POR ARTEFACTO ROTO,SOLICITUD,5/1/2021,12:13:33 PM,12:00:00,8,VILLA LUGANO,DE LA TORRE; LISANDRO,5500,-34.69122754,-58.46411054,Comuna,Femenino,Cerrado,18/02/2021,3:44:38 PM,44,
LIMPIEZA Y RECOLECCIÓN,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,SOLICITUD,4/1/2021,12:03:52 PM,12:00:00,,,,,,,GCS Web,Masculino,Cerrado,08/01/2021,2:24:13 PM,4,
LIMPIEZA Y RECOLECCIÓN,DESOBSTRUCCIÓN ,LIMPIEZA DE CAMPANA Y/O RESIDUOS DISEMINADOS ALREDEDOR,SOLICITUD,4/1/2021,12:04:29 PM,12:00:00,10,VILLA REAL,LISTA; RAMON; CORONEL,5700,-34.61801396,-58.52804938,GCS Web,Femenino,Cerrado,11/01/2021,8:01:46 AM,7,
LIMPIEZA Y RECOLECCIÓN,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,LIMPIEZA/HIGIENIZACIÓN DE ESPACIOS PÚBLICOS POR ASENTAMIENTOS PRECARIOS,SOLICITUD,4/1/2021,12:02:58 PM,12:00:00,15,CHACARITA,GUZMAN AV.,520,-34.58912518,-58.45369238,GCS Web,Masculino,Cerrado,18/02/2021,3:56:13 PM,45,
LIMPIEZA Y RECOLECCIÓN,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,SOLICITUD,5/1/2021,12:08:48 PM,12:00:00,15,PATERNAL,SAN MARTIN AV.,3321,-34.60138486,-58.47054795,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,2/1/2021,11:51:20 AM,12:00:00,10,VERSALLES,PORCEL DE PERALTA; MANUEL,1002,-34.62574098,-58.52501977,GCS Web,Masculino,Cerrado,12/01/2021,11:45:31 AM,10,
LIMPIEZA Y RECOLECCIÓN,EDIFICIOS,FALTA DE CONSERVACIÓN DE FACHADA/BALCÓN,DENUNCIA,5/1/2021,11:51:16 AM,12:00:00,3,BALVANERA,URQUIZA; GRAL.,175,-34.61237336,-58.41016755,GCS Web,Femenino,Cerrado,05/01/2021,4:35:36 PM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,SOLICITUD,5/1/2021,11:54:35 AM,12:00:00,8,VILLA RIACHUELO,MONTIEL,5497,-34.6915828,-58.4734428,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,5/1/2021,12:04:26 PM,12:00:00,12,COGHLAN,ROOSEVELT FRANKLIN D.,3630,-34.56465485,-58.47253426,GCS Web,Femenino,Cerrado,07/01/2021,10:11:51 AM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,12:08:37 PM,12:00:00,12,VILLA PUEYRREDON,DEL FOMENTISTA AV.,3219,-34.58189192,-58.51258746,GCS Web,Femenino,Cerrado,13/01/2021,12:03:06 AM,8,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,11:47:47 AM,12:00:00,14,PALERMO,CORDOBA AV.,4845,-34.59246571,-58.43266583,App BA 147,Femenino,Cerrado,09/01/2021,9:57:51 AM,4,
LIMPIEZA Y RECOLECCIÓN,HIGIENE Y SEGURIDAD ALIMENTARIA,FALTA DE HIGIENE EN LOCAL CON VENTA / ELABORACIÓN DE ALIMENTOS,DENUNCIA,5/1/2021,12:08:18 PM,12:00:00,9,LINIERS,IBARROLA,6501,-34.64144382,-58.51863399,GCS Web,Femenino,Cerrado,12/01/2021,4:36:25 PM,7,
LIMPIEZA Y RECOLECCIÓN,PARQUES Y PLAZAS,MANTENIMIENTO DE PATIO DE JUEGOS EN PARQUE/PLAZA,SOLICITUD,5/1/2021,11:51:26 AM,12:00:00,12,VILLA URQUIZA,,,-34.56875765,-58.47778092,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,REPORTE,5/1/2021,12:09:07 PM,12:00:00,11,VILLA DEL PARQUE,CUERVO; RUFINO J.,2625,-34.607648,-58.49842129,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,5/1/2021,12:09:10 PM,12:00:00,12,COGHLAN,IBERA,3492,-34.55935772,-58.47506206,GCS Web,Masculino,Cerrado,06/01/2021,10:01:36 PM,1,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,5/1/2021,12:08:38 PM,12:00:00,9,LINIERS,BOSCH; VENTURA,6373,-34.64217096,-58.51634721,App BA 147,Femenino,Cerrado,06/04/2021,10:00:38 AM,91,
LIMPIEZA Y RECOLECCIÓN,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,SOLICITUD,5/1/2021,12:13:01 PM,12:00:00,15,AGRONOMIA,ARTIGAS; JOSE GERVASIO; GRAL.,3156,-34.59730746,-58.48650929,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,5/1/2021,12:13:07 PM,12:00:00,12,VILLA PUEYRREDON,MOSCONI GENERAL AV.,2252,-34.58181418,-58.49479676,GCS Web,Masculino,Cerrado,15/01/2021,10:55:46 AM,10,
LIMPIEZA Y RECOLECCIÓN,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,SOLICITUD,3/1/2021,11:55:09 AM,12:00:00,12,VILLA URQUIZA,OLAZABAL AV.,4691,-34.57400007,-58.48167923,GCS Web,Masculino,Cerrado,05/01/2021,9:01:31 AM,2,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,3/1/2021,11:50:43 AM,12:00:00,11,VILLA DEL PARQUE,PERNAMBUCO,2301,-34.60707785,-58.48046703,Boti,Masculino,Cerrado,06/01/2021,6:32:02 AM,3,
LIMPIEZA Y RECOLECCIÓN,ALCANTARILLAS / SUMIDEROS,DESTAPE DE SUMIDERO/ALCANTARILLA O BOCA DE REGISTRO PLUVIAL,SOLICITUD,4/1/2021,11:45:50 AM,12:00:00,2,RECOLETA,URUGUAY,1028,-34.59675311,-58.38712665,GCS Web,Femenino,Cerrado,05/01/2021,6:43:15 AM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,11:54:30 AM,12:00:00,4,BARRACAS,RUY DIAZ DE GUZMAN,101,-34.63192968,-58.37145879,GCS Web,Femenino,Cerrado,05/01/2021,9:15:55 PM,1,
